Date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WMT
2019-03-20,44.05886306469387,153.3122096292853,100.54453141831772,364.9278063045753,113.82104733822692,159.571173597266,42.754569546388055,91.70441997931339,104.28948815319787,33.53016674899927,164.59633780371658,154.56332690291566,126.92229284488124,98.52467431413959,46.430353154918855,112.40088591385238,85.67801304039416,36.49709301480453,155.0694229901947,134.77400568455673,62.47425924005824,109.41594852385047,78.26328106743274,84.70584086749699,113.1846946522668,222.03125249989287,145.39154586846055,38.64075012965759,29.683965128836704
2019-03-21,45.270472092327076,152.75504906463132,99.82632988942919,363.51177114203824,113.7779553477084,160.79629820125425,42.900155581572214,91.57937815283859,104.59834987605728,32.64958313922386,162.7125547218298,156.3075472089115,127.28923739349808,98.45379196437204,46.629553932649685,112.64764693476063,83.93013890316301,36.707128861004506,156.86403003429908,133.91576390975757,62.83504783625215,109.77218551631267,78.93599031437864,84.8986283610806,112.32234932612407,220.86762325168286,145.96276072687957,38.95198217366074,29.551420664882745
2019-03-22,45.50180695205783,150.63148007154868,99.08087080399646,353.0623839726225,111.60602318073562,159.4131164857397,42.62516267480888,90.24807573548934,103.76829119964245,32.62247583618239,159.34373232199147,158.97870024498675,126.89787963309139,98.46796614138019,46.08392462380468,112.57363154763085,81.6653199363587,36.72327315767836,158.14832981088662,132.9404995629598,62.96556839566476,109.72535654842994,74.68146254844284,82.9957894022121,115.36646735754812,219.38429899732057,145.52481032367206,39.33088289954329,29.503231346753008
2019-03-25,44.504867775579754,149.41223892684292,98.35363171354227,354.3905576428059,111.38189352636323,157.3086542215,42.26118533561776,89.96123073178327,103.5848849230141,32.51410972264242,158.25758254830282,158.8438687854535,126.8897085384781,98.07809581669426,45.36507356766141,111.65236255473192,80.49187462490501,36.98986854949826,156.50686856194343,131.49712947147242,62.8888101937161,109.05035986851293,73.53602848947173,84.88187369664614,115.8752570910815,213.86842483065286,144.27755362748903,40.27811631562226,29.409841096313947
2019-03-26,44.0230940523578,151.01902553570713,99.1354332330996,358.9902219120972,113.01949781373145,155.50064526688806,42.86781468296555,90.74821952816814,104.50183473674487,32.63602903411781,160.1159324497194,159.03768933991134,127.68064931146732,98.83662276617946,45.936683069813945,112.63118411748307,81.09089564605733,37.29684318463688,158.49706550587095,133.13556365283668,63.38781964380265,109.54719679397265,75.37239473176808,85.837500739385,115.50445030252577,214.7033764282232,146.4007163809798,40.717916979139275,29.530336389294384
2019-03-27,44.49294682904075,149.55757558355225,98.48089530131607,356.9882015050628,112.26101934353943,150.54087063114704,42.657515982509224,89.74791792847563,105.91102556375934,33.191478316300696,160.15837662567472,158.74276155711593,127.37080909592432,98.11355423625865,45.85008104117535,113.56890186132001,81.30426541922172,37.42608397498899,159.07542028816871,133.3695889056265,62.804357055753194,108.30033508522753,74.58146633354554,85.53571341998568,116.4013218012808,211.54121819983578,146.01037665256547,40.92089787100767,28.617586637536657
2019-03-28,44.726685141629694,150.1873662263993,98.62635260536378,363.60941753474583,113.04533302376608,151.66721813971174,42.88398398792838,89.99800513211534,106.40326714231553,33.81127989486515,160.62504689290816,159.39155734674497,128.03128955302995,98.6097720882919,45.702848368527604,114.09531431241668,81.84581731833167,37.547264543154746,159.84091675522868,134.3513815396059,63.08841313140194,108.87220250669327,76.09055747507168,86.43264816269881,116.80662597213103,212.1896662426449,146.24837029385947,39.54062061593843,29.078476801454713
2019-03-29,44.96756043418868,152.20599582555892,99.21726015054844,365.96300545121414,115.16557982678222,153.5641473639445,43.1589907428392,90.09361829588538,106.54804628312071,33.31340244891576,162.1949276082464,160.2173710553057,128.82226834513656,99.35410815567704,46.317762926513794,114.23517352818585,82.54334260525741,37.54725070045961,160.6744435518759,134.0652853538786,63.49525098585048,109.65034339466183,76.23601262563204,86.4326406728802,117.8414457682779,214.8365626914193,147.50513259307345,39.459432022321856,29.232109518733818
2019-04-01,44.929412116605654,153.82896855818294,100.0717856766193,374.1271829334381,117.49266674046848,156.607155844308,43.99208003585412,90.79971898998285,107.5035995081316,34.715578845728224,164.2908983899067,162.5008792476118,130.2737361858105,100.31822957259028,46.85473241280488,114.1200103680575,83.79885594312107,37.63611778380835,159.67936596880958,136.05484603715263,63.6718508078806,110.71908024855877,76.99963122423077,86.45777907836909,118.46236926994385,215.893548900529,149.04751433819692,39.7774314495739,29.38875213960164
2019-04-02,45.56620166735509,154.38616235010682,100.33543028526883,379.40075132988693,120.00080493382713,157.002376564792,44.46119225469546,91.28518085482223,108.02480677786669,36.7815768757804,165.80980296949798,163.48676829544735,130.3553000294768,101.09094177696464,46.9673270404216,112.6147422582749,85.6123535163126,37.619972229003906,158.79476116495076,137.1861678641314,63.64111402625757,111.11283445244611,76.50873101441702,86.55839507625416,117.78970334418975,215.6626436692002,149.23794482639235,39.47296706703679,29.189933862921105
2019-04-03,46.067077180669855,154.79799053728894,100.31722649133229,375.0744689347087,119.29407451281405,158.7215242043369,44.54208539411196,90.86592940330137,108.30471138841285,37.60121184286043,168.4742833648962,163.56257343300288,130.5999395670206,101.3816041555137,47.538930137065314,112.58182417672685,85.9898114372788,37.19182651909958,159.5772512126092,138.12237186805936,63.5259829251211,111.70347687819995,76.59055005973815,86.1308600429583,116.86698222312425,217.2525645002824,150.28518466556093,39.52031814826788,29.156801263550378
2019-04-04,46.06469571259025,154.21657677742002,99.89690323631952,376.08035436946295,119.80254307697669,153.95935487570833,44.65316485393397,90.87327347766187,109.09616266912933,38.67823871517995,170.13746857868713,166.85722029949127,130.29821208568077,101.04841954640062,47.86803312113177,111.15062816065434,86.36665771556191,37.24837701106179,160.66594736803467,138.0508447386411,62.3437298288361,110.981581308078,76.69055836309346,86.16440581814592,117.26368083131767,217.2969417554162,149.02844597820268,39.76390839033111,29.292359961674663
2019-04-05,46.730108456649496,156.08182923190014,100.75445817397099,381.7933384501049,120.59551342063874,156.12307468298212,44.872931309375524,92.08687407409053,110.33161638745958,38.11601834138707,171.46122552115392,169.03969642745724,131.43169485193818,100.99169601553692,47.52161136226294,111.61944854759656,86.81318321357996,37.32107023868299,161.66108755361847,139.65679595161404,62.26697855916084,111.90971845904927,77.31783024350933,86.48291850412136,117.3757607496757,217.76772673746694,149.69488695269126,39.79772868326109,29.56949658001059
2019-04-08,46.82790392141536,155.48426413793075,100.28008295722768,363.1504059583518,119.46644679770324,154.57193234854228,44.59619063750189,92.84447981671643,110.6501294099079,38.11601218737022,170.7144952973485,169.57054400120637,130.91792424055888,101.28236679156001,47.80742438497449,111.61946972330993,86.74704207492115,37.37762201212764,161.2613348960166,138.79206705083197,61.683539755190104,111.22533575571578,76.8814364627528,86.7595601465495,116.81525495001878,218.78029902677366,148.8285103718353,39.730073879349234,29.599623719682302
2019-04-09,47.51718397190465,155.44393382103485,99.88778067191744,359.1367203635118,117.2772344656257,154.76951225687264,44.653164647820795,92.02802831938976,111.26786477581422,37.98730424123437,168.74584724307192,168.9132966584374,130.9179295736195,100.55217226305294,47.547599717203504,110.68177098716403,86.20127372763827,37.37762408793746,160.27472536123716,137.71925345489532,61.61444211034525,111.16912905152265,76.33601370275238,87.29605178930247,115.87527143280556,218.4605343178865,148.97127684885447,39.6745904080591,29.5664821305136
2019-04-10,47.26675076793066,155.30663333111923,99.9151523164261,354.4198698359926,117.45820721344248,155.75748641677743,44.85665676564305,92.03538391601151,112.23305789892434,37.32347861676435,169.94235153428326,166.8573439417275,129.82525937431694,100.65145674659495,47.91134694855005,111.3151155199361,86.38321113335503,37.61189384374155,160.54687406283884,137.00409194724148,61.91384877111885,112.0690961183983,76.87235400425534,87.37986063523412,116.07363190207619,218.07859252656374,149.97096826998603,39.89332715082114,29.67192104805188
2019-04-11,47.328761691309175,153.94207594602238,99.82391991476953,355.67964150607554,118.06154403047584,157.11107298483685,45.019435499709026,91.75587455516644,112.27165442757284,37.14059147594048,171.04548113670802,167.70831403541132,130.20851083640065,101.39576892135294,48.17983310573296,110.56661999433112,87.28449266335524,37.59572037965764,159.9430111249714,137.47217718021574,60.94654846546994,112.42532047740569,76.6178182872478,87.48885306570266,116.49615931916233,206.6737083510413,149.8948228828431,39.78395401348734,29.964117657339845
2019-04-12,46.796894375967724,154.05510910384407,100.76360887111177,363.28718676557736,120.50067500563915,157.58529568732956,45.41013438089924,87.52666742816211,121.96223818978838,37.885709342264875,175.1185433511353,170.32045375949517,131.61103555233655,101.87075026268181,48.36170256087499,110.83802669502676,90.02971827191101,37.6199596779345,161.23581848523818,139.364211793479,60.87746866740712,112.84721450582565,77.53599063080908,87.32121267317967,117.90183846260011,196.09487734700036,150.2946861237806,40.002700689884186,30.42500538601374
2019-04-15,47.226198455924894,153.29607679563952,100.5811353295708,364.92782924072117,120.37998581878217,157.57540937100228,45.77642128502749,87.7693825434344,125.27285726206397,38.806934024705306,169.45862101130368,171.39062167324948,131.92908946408534,101.56593494853261,48.43098695489195,111.70173415694059,90.22816265018199,37.72497172201141,162.32451432910557,139.72180571086065,60.24028605119656,113.03471382558513,78.58143857353559,87.84090489721274,117.79835141541483,199.32801699326743,151.5609883147363,40.05054794708097,30.503337724880737
2019-04-16,47.35737372664653,151.35011614569945,101.21063367290922,366.2462285574735,120.31105926869363,155.85630067592905,46.07757440161271,88.30630846357988,125.05085741234849,39.17949897342667,169.0683027120974,172.14055652463907,132.20630455554206,102.0976047801892,48.56090781124253,113.1493944184095,90.84005337618085,37.72498323486383,162.78382169377184,140.098840248857,59.43421251239486,112.5940885650084,79.09053040974018,88.56182055347273,118.25537277822943,191.6981319161877,151.903712306464,40.098402061202385,30.88891738101109
2019-04-17,47.369294843313156,146.57805310605747,101.49344968432835,368.63881476843466,122.78472648738862,153.20848702414636,45.81710995805415,88.29894513542837,124.7805982495568,39.423354130209624,171.22369465471516,173.0084620685974,132.63849566198655,96.59644681900141,50.33635820834556,113.23987222772861,91.79093893435294,38.08849817732056,162.76673807603572,141.20417658937,56.61681588226184,113.00658929710423,79.49962467685526,88.93374787426275,117.10844964697824,184.8143743277129,152.62730883904874,39.40116066890582,30.84975718564549
2019-04-18,48.30185387954341,142.799123036197,101.5572900092149,368.6778894188431,123.49427569264869,151.3312919295991,45.67060497005423,87.6002072315762,126.54691124587306,38.98304867100594,174.0832920678394,172.82308256602738,135.2723736165256,98.32619106491101,50.336352528373,111.660576225649,93.70928913462366,38.1854391350993,163.013427365131,141.49026236632102,55.44992647880159,113.71909089207197,80.63598704814335,89.3389541137019,119.00565936028404,190.26804311000012,151.38005511684844,39.155055123435226,30.99435424788652
