Date,RA-DRL,PPO-log_return,PPO-dsr,PPO-mdd,Market Index,1/N Strategy,MVO
2021-03-29,1082874.832192726,1135946.0985940453,1111163.072591829,1101456.3751225134,1097521.5436464015,1106347.7329060694,1057457.2372164093
2021-03-30,1073739.3661848563,1136142.1311846068,1104942.3309593205,1096275.5258158888,1094066.9865364165,1101576.2255651583,1054898.715399583
2021-03-31,1076647.8342486056,1120461.965758804,1102781.4817199758,1095603.922562852,1091241.071193163,1098042.4398300287,1042451.6467288089
2021-04-01,1086635.155877364,1120772.5745983059,1108033.4666875522,1100128.2097668832,1096920.6892932898,1104000.4486526344,1050201.88474318
2021-04-05,1104012.4477631152,1125793.091358574,1122885.9663177354,1113260.0915522408,1109294.3599563465,1116509.7176218538,1037689.5021183455
2021-04-06,1100831.6596362882,1129415.385046464,1117579.962274494,1110002.0731315594,1106086.5292305497,1113873.0247848695,1033374.1025804599
2021-04-07,1103966.0026690091,1131156.3159906573,1121052.1409647206,1111971.1798587127,1106616.6872336608,1114971.1874831466,1043216.7535214968
2021-04-08,1109188.0035519172,1132088.2248777845,1124953.7417810867,1112159.2307055222,1108512.8227928134,1115418.967926844,1055814.1782232851
2021-04-09,1118919.9115565424,1138097.05247057,1133744.7612498943,1121891.6276883497,1118340.5201493644,1123830.4055144824,1074867.7005284808
2021-04-12,1116884.8015888548,1139606.308189166,1129164.2028817434,1118870.5277908372,1116514.0469899382,1120748.5696268445,1029989.6557196411
2021-04-13,1117236.5491024973,1133249.5232251456,1126591.2748337274,1118061.6827761522,1114259.9061483336,1117988.5457366197,1026997.5527066925
2021-04-14,1114395.3307532074,1145111.7513775432,1125802.7085767116,1115786.5617352927,1116034.035575127,1119370.2359526,1010778.7481619323
2021-04-15,1127592.9512205424,1148891.1428370718,1137517.0159106262,1124796.7377386154,1126128.6213462136,1127534.6252784568,1023848.3286212602
2021-04-16,1132308.537529415,1158141.048241567,1142682.1339757193,1128963.9839090349,1131577.4100476187,1133385.7737912377,1019596.6812731548
2021-04-19,1127520.160368703,1157297.6001970686,1139048.5156178433,1124724.2115957057,1127506.3600866245,1129534.3688133147,1001960.3527356586
2021-04-20,1125048.4274207957,1151561.9002719047,1133727.851043061,1114544.068340904,1119025.3829622571,1121024.7941173026,987316.1272111108
2021-04-21,1133359.5293215646,1163696.6745600079,1144116.6928698781,1125052.8136779896,1129480.946622834,1132272.3928918825,1003062.7759983316
2021-04-22,1121018.6868341868,1155574.3255356764,1132234.2340394498,1110884.426043764,1118846.6388086,1120058.6668537962,985268.9301183074
2021-04-23,1128473.322816844,1167747.840274502,1136765.978075081,1114925.6614561647,1126376.7694120286,1125168.4408694257,932832.6286234166
2021-04-26,1123947.3610608417,1160036.1856365427,1135005.6596254755,1111039.537428415,1124328.1261874272,1122785.906531775,925274.1738023435
2021-04-27,1123889.2965191116,1154426.4858661394,1132386.747304576,1111414.895217807,1124439.275841907,1122249.9477541146,912834.3324880906
2021-04-28,1112042.3224043606,1154976.8059850924,1126497.0378864626,1109124.8522134295,1118994.8814291675,1118881.0817059753,907323.0747598211
2021-04-29,1115038.4160745214,1170312.4074990845,1133805.2185154355,1114853.8069433926,1126934.9733163284,1126559.6202251103,917715.7850262779
2021-04-30,1111844.7763196277,1160529.9817388868,1128734.7398002318,1107545.2050331144,1120797.1860009336,1119716.159880246,905905.7489021069
2021-05-03,1118162.7630906021,1170529.6849290247,1138457.082341039,1115111.1274854136,1128684.28793654,1128301.9082966668,901654.0355089941
2021-05-04,1112729.1535522372,1173017.4205988494,1137536.8461585117,1115382.5450373697,1129339.4246790488,1128499.7120548987,895985.4585732188
2021-05-05,1112427.8335926724,1182972.3784088343,1139978.4598089298,1119764.057156108,1132559.0165892153,1132735.5781393666,895198.1360406089
2021-05-06,1124794.261317671,1195638.433709966,1152874.5575522687,1129753.6837628563,1143086.8275252038,1143741.087532369,910375.2120906401
2021-05-07,1131472.8175759132,1201271.744865813,1159537.8351375612,1136775.6766009312,1150671.2405180298,1151068.5803334622,922600.1499239372
2021-05-10,1126204.2704907516,1207143.6588565127,1155989.302877814,1134868.9946095538,1149515.154867657,1149290.0028920802,918105.2886367117
2021-05-11,1115772.1388302671,1181251.8221803205,1139646.405452353,1122070.783246109,1133843.441317377,1135050.8045350001,895549.9803241882
2021-05-12,1093151.6272259636,1162698.1464345136,1120167.6719170315,1102829.503405712,1111295.0537369805,1114883.1927839944,882184.0349330594
2021-05-13,1108130.46094201,1183612.6616205596,1135623.2406339562,1115055.951424124,1125647.5759811285,1128778.0549435986,892983.6815254511
2021-05-14,1121397.656498586,1199801.6090761868,1146985.6558334287,1128909.815048639,1137581.1715587163,1141199.0617704745,915904.5037795205
2021-05-17,1116477.844805817,1199845.7831081816,1145421.1613094937,1128716.88870977,1135783.2612756155,1140345.480112565,916327.6089049433
2021-05-18,1107881.904606726,1185976.6805558223,1136571.3404961322,1117828.2499280637,1126944.9250877176,1131086.6930963988,904879.643965124
2021-05-19,1107110.7509827265,1179063.010793404,1132331.0575987485,1113131.4635935356,1121498.2042868612,1125950.1387120762,893228.6635666729
2021-05-20,1116931.334573433,1186929.0811800587,1140202.1345474916,1119238.4578883345,1127722.0679625855,1132819.2392640384,897019.234637368
2021-05-21,1116453.2376929668,1192733.6099428658,1143899.343757617,1121658.28333926,1131814.5723917698,1135461.7266186131,910926.6008121347
2021-05-24,1126266.769805047,1195822.1983486742,1149535.459874099,1130139.0189871485,1137973.2972002176,1142884.4250150123,917370.7896975633
2021-05-25,1125369.5929396725,1187733.7472701357,1145468.8838243727,1127636.3515457178,1135276.108666106,1139252.2415297874,909495.7187386161
2021-05-26,1125170.1228942627,1191704.0183286774,1144531.3672985588,1129829.4068316799,1135626.4885652855,1139998.5295047646,915657.7854181713
2021-05-27,1121025.216530094,1202898.8211677773,1146756.8167505034,1132252.597005785,1140311.1880140349,1143186.844638375,924699.051620256
2021-05-28,1124431.8547549746,1203829.3574694644,1145847.255408042,1133959.713437526,1142455.4716390024,1145151.444062866,928781.7789231471
2021-06-01,1119064.5130659172,1213545.2882230107,1146715.5807994143,1134256.5718847804,1143972.793666434,1146688.1348512403,953472.5839111245
2021-06-02,1120308.4045158988,1214448.6740566618,1151533.2306028847,1135369.2761560695,1144802.2802739348,1148441.1834460327,955859.6413415953
2021-06-03,1119753.3125877997,1220989.256788513,1151467.793340711,1134059.043452081,1144030.0486628697,1148447.2775229942,966131.2841675283
2021-06-04,1130453.2829118418,1228145.2854463996,1159643.4966484364,1140672.659988033,1149964.1477742412,1155324.109306723,971858.0058145999
2021-06-07,1131072.1834833166,1217489.7217459797,1157861.353431291,1135844.4383130427,1145790.2197609611,1151004.657990697,963430.3715714415
2021-06-08,1127781.504588066,1212426.830657248,1156574.9037134429,1134765.6207614355,1144783.7984127828,1150043.1953991475,954842.4067424661
2021-06-09,1127546.1173912499,1205689.920406088,1155215.6876945815,1130466.6514098314,1139732.1758604664,1146326.5067752344,950076.8294074491
2021-06-10,1134604.9231481894,1201022.010544487,1158367.886056257,1132446.6284154654,1140364.0487218047,1148348.4309028294,928135.9182925395
2021-06-11,1135214.5692882333,1205524.7259067066,1161013.0975721395,1131695.8523915743,1140806.1917078223,1149200.9670205205,938336.7547748128
2021-06-14,1137438.2171289201,1196626.6914252336,1158262.2428770552,1131394.8399338913,1137965.6718169453,1146652.9555273505,925604.0324222681
2021-06-15,1132749.978404052,1195696.82843208,1155627.2647582674,1129164.4730579206,1134841.591063361,1144268.4451712526,921583.1324094153
2021-06-16,1125135.9542638077,1182628.94812192,1147181.7436961413,1121478.7479734332,1126051.9797821364,1135233.4301947996,920838.5402126879
2021-06-17,1127208.3676748883,1167821.5809173025,1144667.794056619,1115443.2113858648,1119096.4670436105,1128214.4849920438,897259.049562531
2021-06-18,1112978.9262745017,1139763.1007450237,1126829.1872416383,1098930.1333701431,1101449.1330068463,1109894.6367998929,865811.5850288568
2021-06-21,1127958.267237854,1162473.8415707992,1145368.4954036118,1115168.4050269558,1120867.2361320127,1128324.9771985346,887430.3814904661
2021-06-22,1132467.825124766,1162611.516282124,1147278.9750526804,1118285.8368012696,1123137.2739590835,1130460.5827999613,887405.1843611381
2021-06-23,1129404.434157567,1157957.6374717683,1143060.9222480608,1114781.9892476774,1120776.894726802,1127096.68594806,896142.374081032
2021-06-24,1136873.0220542955,1170303.9795847365,1152684.5907871237,1123602.3535657192,1131449.9756763198,1136715.4467494306,915253.7156727655
2021-06-25,1140999.3498092436,1176248.3525813078,1157603.4025984684,1134203.5661849047,1139292.1007749974,1146395.0222859054,915303.3438024892
2021-06-28,1144321.815823243,1173521.6708521107,1155334.426303882,1131526.1408260853,1134310.2698661913,1141769.0066996946,915154.4594133184
2021-06-29,1146182.106366958,1173388.218845577,1154745.8124625247,1131166.121710671,1134608.693764091,1141213.9364852053,924859.4402255407
2021-06-30,1149733.9360759535,1184181.137704461,1160515.289070376,1135780.1442475952,1141564.2065026166,1147484.9546900755,942010.3430050375
2021-07-01,1154117.5929693484,1185220.7854054354,1165068.5426917137,1141590.9986715696,1145899.172271108,1153014.5720276702,930741.7781674935
2021-07-02,1164327.6230502038,1184082.8954924394,1169284.7762499007,1149445.8765490975,1150955.4475996585,1158074.2585021888,928681.7425940621
2021-07-06,1159726.8539950582,1174180.6573612741,1163671.7794780165,1142676.5633621959,1144041.0343845333,1150456.4434154686,918008.7153132011
2021-07-07,1165518.0287816585,1181498.9695112417,1168575.9290556062,1146697.9376707838,1147495.8499820868,1154399.1363504517,923946.8484445086
2021-07-08,1157842.8069698378,1166857.1961103776,1160879.9875116327,1140111.1993405707,1138898.0364767318,1146857.0948746183,904928.3680230681
2021-07-09,1166872.9693015679,1190030.4798245556,1173392.607655508,1152279.6224350221,1153728.3729913577,1161369.5025996012,929483.193858838
2021-07-12,1168479.274748096,1196547.1906902033,1176021.0716316847,1153984.5672744964,1157897.9067159723,1164621.5193400178,939334.4197805804
2021-07-13,1170840.4186827831,1193349.4435039107,1173454.463562878,1150289.8504130621,1154344.736598583,1161822.171860016,933632.4002820705
2021-07-14,1174582.6850662031,1204446.401312434,1177462.6425382434,1151170.4082546055,1155815.1431323213,1164518.7078902447,932861.2713523057
2021-07-15,1174589.8394848169,1207097.8907593081,1179974.9247882064,1150642.1044429827,1157594.8300418388,1165137.9929145018,934346.0714692648
2021-07-16,1169699.5512129022,1197064.7167283825,1170700.8906855206,1140130.4881673832,1147696.4363352873,1154811.5330044376,918582.5048579471
2021-07-19,1152359.1673338243,1174322.4715295197,1148682.8871077425,1118022.4253527727,1123681.9072660338,1131990.2078923855,880601.1379054062
2021-07-20,1164193.8966004187,1187980.5557203002,1163919.0112092784,1133455.876536835,1141877.7519232768,1147780.47621561,912843.4110014262
2021-07-21,1171114.1351234925,1199358.1478793912,1173541.8468777083,1145269.4411151086,1151340.8525643775,1157869.629882942,932669.1562622576
2021-07-22,1176903.5538927743,1188920.8035449586,1172041.106349186,1148694.807593172,1152179.6447243462,1158284.760031702,924423.3698562281
2021-07-23,1185743.8843156658,1195419.4146467014,1178430.379278624,1152213.6140176966,1160060.801445876,1164127.539008364,936142.466409119
2021-07-26,1187676.650151522,1200666.2559954883,1181718.9869280385,1157641.9564485368,1162798.9602596043,1169281.3551488952,933586.6248731922
2021-07-27,1183402.1033088407,1200355.6400018826,1178066.7073405848,1154179.1773932243,1159960.5082692758,1166939.2450659578,935070.4497387515
2021-07-28,1177739.8916589918,1189079.6299865535,1173094.8334215037,1152989.0819207837,1155739.018543381,1162665.6273718774,920254.233893641
2021-07-29,1181540.2820322316,1196682.972309508,1176827.6682554553,1158857.0787919066,1160821.1426287876,1167906.5767664583,930544.9731804876
2021-07-30,1179574.3779008887,1194517.0530340788,1173401.4981874262,1154901.6470766207,1155889.1998207131,1163746.020432106,922935.8020788718
2021-08-02,1177008.9549777054,1195408.5719340986,1169730.243151217,1151284.6601357933,1152669.6079105467,1159960.4279935719,917136.0875987613
2021-08-03,1187234.98217116,1206104.3297340295,1180106.903941085,1161074.399193726,1161875.5134209332,1169155.5907049284,916333.2058723184
2021-08-04,1177188.1596709597,1192716.5903197476,1167333.3298228409,1151809.1510749517,1151164.5640426215,1157794.8286390037,910972.2835033231
2021-08-05,1186267.7322457498,1201882.2442421087,1174149.4493601487,1158260.8485175325,1160150.1089008127,1166774.141305498,922677.1327714374
2021-08-06,1187051.5459946927,1216627.4864790167,1178655.632143759,1160666.9295514,1164923.2110980086,1170672.9126717648,944000.4792183129
2021-08-09,1184177.9124708122,1217501.4675078283,1176152.5621545424,1157753.5245260536,1161394.209568279,1167761.7150008501,944867.3100424291
2021-08-10,1184456.981140454,1227980.4287982087,1179549.1094260174,1163134.8514607674,1166781.3489845833,1173187.2375455066,951200.5400683903
2021-08-11,1189167.2049264717,1238863.3777050257,1184504.775201395,1170135.7095069268,1174070.181442764,1180185.4659291548,961507.2688380226
2021-08-12,1194463.0586898918,1240786.4590360972,1184850.5422383083,1172484.747878035,1174562.6002608656,1181691.5872602859,956932.619128292
2021-08-13,1199806.6787366602,1238494.5372970884,1184313.8877859332,1173965.1487715219,1175076.3443033735,1182494.8960946032,945193.7460214978
2021-08-16,1205857.6148440267,1243542.7445777631,1189705.380187294,1177019.5132518914,1178716.4954875826,1185817.7453664734,941410.3248028347
2021-08-17,1198803.5994027117,1237876.915178658,1180888.6909183362,1167978.7882484712,1169382.2508994073,1177572.7882305628,934370.0807863167
2021-08-18,1187851.1852202506,1222855.387345872,1165547.386248201,1155513.2003804664,1156723.7269358004,1164018.6518098912,920102.7825139958
2021-08-19,1194889.6964558887,1220278.688681342,1164902.7483309067,1153100.3648592709,1154521.1543641232,1161700.9861066495,905345.501124777
2021-08-20,1206694.2811685728,1224343.3574305181,1170006.0756066546,1159324.4740266856,1161997.2610657236,1168205.1366828068,910055.8231500025
2021-08-23,1211499.561207956,1227013.3778178075,1175995.7797866634,1168543.2557909503,1169131.7764454754,1176459.8292748951,918579.3843703344
2021-08-24,1208485.819588173,1230688.6664714722,1175477.1653450835,1169034.9971539676,1170142.592082319,1178056.8153004702,929017.4558969983
2021-08-25,1207154.8756994945,1236858.5400635228,1175813.84088172,1169695.255969292,1171440.8458953984,1179821.1480555725,948312.0064760281
2021-08-26,1200873.2118596602,1230222.132172217,1168963.9458372665,1162496.1755313878,1165075.7187634576,1172741.71158416,945614.2339965467
2021-08-27,1206128.1998670509,1239414.7677172723,1176701.4765632928,1169753.6303262166,1173105.118105555,1180772.1996873957,962913.8474058486
2021-08-30,1211104.5321231047,1235028.7274255157,1176882.0826696695,1170820.7523021009,1171253.5716519784,1179625.8879289115,943540.6037782345
2021-08-31,1208825.3310471275,1235723.327420137,1176850.1491334117,1166979.151133958,1169959.5828837804,1178085.2428482815,950541.7423491026
2021-09-01,1209716.8145881393,1235005.734559973,1175415.1663704347,1165804.9763059013,1168364.8438295657,1176472.3532573273,946479.8341478894
2021-09-02,1212646.7877916198,1239687.3154746245,1179659.851478289,1172612.3371614025,1172708.7274191724,1180772.1799889535,940768.060939704
2021-09-03,1212270.2084355366,1235034.1199294059,1177599.6942323034,1170705.5687383506,1170236.1645821368,1178240.906121554,933069.7062527417
2021-09-07,1205038.7613776468,1213911.1203566883,1167689.3381048935,1161905.754748569,1161332.948014531,1168962.3393999757,930823.874095346
2021-09-08,1204468.049000996,1219072.3380850365,1166795.9565326702,1158187.7682496286,1159052.3121971495,1167218.464738619,918755.3329588419
2021-09-09,1196467.6844485162,1212475.8648521993,1159191.4349753163,1153014.901416518,1154033.3883222553,1161756.2420529327,917802.3679794158
2021-09-10,1189164.9213229464,1205204.5332100631,1150329.2814062568,1146311.9988553263,1145045.1293445944,1154369.6015303894,915307.2225921084
2021-09-13,1197697.651023127,1217794.2197313753,1161436.0140923355,1153885.5523378586,1153710.795836696,1162350.315876776,928419.0853972642
2021-09-14,1194430.7484328912,1204827.896503882,1152834.7619861416,1145269.6973031105,1144047.6258175317,1152479.38032998,915783.5502288834
2021-09-15,1204094.6920926033,1210128.3927528714,1160605.2494633347,1153648.7070905196,1151883.159483211,1160097.3782084235,911836.2714170447
2021-09-16,1202398.4242076224,1199931.2635131916,1157085.885809921,1150509.4600039802,1149796.3893422473,1156729.3024168315,899881.2374839721
2021-09-17,1193753.6203555015,1189348.9740798986,1151290.5908154931,1142263.5397367869,1144289.440937917,1149909.7096609517,888039.4010484559
2021-09-20,1174258.2512432595,1169235.311652245,1134921.7554147833,1123990.0749902176,1123960.8153525074,1130955.3504368817,857799.9516277831
2021-09-21,1173594.8319066642,1164686.6619869815,1134892.6186961879,1123921.5969781757,1122285.6866644712,1128643.2099530813,852604.9452693528
2021-09-22,1183477.1399460267,1177110.8261189766,1145995.8782632665,1135323.9248754298,1133484.7898160035,1140104.96222374,874450.9009006491
2021-09-23,1196360.516645665,1187816.1388922837,1159237.2395381455,1151877.9689662177,1150243.0558607143,1157106.1170877097,888946.606984752
2021-09-24,1197033.6223689085,1186681.9396000723,1161602.0020092863,1150696.7558515992,1151340.8525643775,1157384.9811523792,886655.5577695088
2021-09-27,1191825.6326645762,1192146.304892268,1163334.21944022,1154157.2750225693,1153702.2657469334,1160712.2584607564,906981.631815972
2021-09-28,1168977.3400427077,1171390.1998188207,1146452.5205837726,1139023.695070722,1134863.4332629042,1144779.342152018,883593.1086444496
2021-09-29,1172999.622002918,1173963.399986415,1153385.0991429288,1143302.9167566693,1137865.378640345,1148019.2594672826,873135.1154878802
2021-09-30,1158790.3523486077,1152455.5605178878,1136988.5373692997,1128118.5158943478,1119773.833717015,1131445.8041131063,857572.9372209196
2021-10-01,1176246.0393429582,1160752.9086447232,1156995.1886505708,1146121.9148553433,1135739.3183889608,1149607.9777336626,862041.9930067877
2021-10-04,1163323.2223477904,1153174.5829255502,1148364.1252783537,1139685.3908845836,1125034.5727122945,1141488.462888016,848771.0188080082
2021-10-05,1175149.5198037843,1168758.0148981954,1156347.3003278042,1147807.1918060982,1135349.2606480075,1150102.2148118224,858245.4038921092
2021-10-06,1182635.6090864094,1177041.8428975625,1159172.9739943387,1149255.0981026504,1138734.5430896191,1151242.5906813333,851566.5168415726
2021-10-07,1192121.7554970244,1183152.7192883452,1167974.5990165782,1161161.0511320655,1149916.1983302736,1162197.990826592,858065.054405869
2021-10-08,1190647.7424514424,1185036.0595096122,1166298.944109115,1159578.4704158583,1149628.6309102536,1161676.969530542,862298.9392624992
2021-10-11,1185666.129810669,1176811.2514255892,1157736.9863605052,1152785.2954351369,1141350.6957709882,1153201.927048275,853978.8798285902
2021-10-12,1180072.1743443138,1176196.344339745,1149183.2179404325,1147049.3373467196,1137455.805087966,1147540.047698971,861117.6540983326
2021-10-13,1184375.1328850097,1178477.789542048,1146522.0339277901,1147332.6361006694,1137438.227933304,1146710.0934862243,830642.7998725687
2021-10-14,1204590.232091275,1191098.61034183,1162341.9395606713,1163754.6372385398,1155131.1850259185,1162740.4963306033,844378.4263979178
2021-10-15,1213556.8638881943,1202353.1616501769,1175634.006574878,1172210.0453066998,1167776.913854882,1172855.3202406853,865548.4065799691
2021-10-18,1211995.88331841,1198330.9405263236,1173117.511472319,1170783.1722990344,1166580.7626313826,1169590.6767231901,870520.8428333554
2021-10-19,1217340.728396728,1203932.3462199734,1180588.7850870334,1179366.7045764253,1173155.0062062866,1178362.7006921824,872933.0469921156
2021-10-20,1221309.9746504433,1210152.930106236,1188099.2259850316,1187575.5226907798,1178185.1742904128,1185458.8997600798,884207.2325989207
2021-10-21,1222068.8059855257,1207750.2935184562,1181701.029700114,1189119.2333272481,1177977.9965042141,1182069.9839535353,873720.9145627843
2021-10-22,1218990.357710667,1214686.4200862753,1179497.3742443172,1181075.4507590465,1180424.4520968252,1179595.0199422822,921032.7552813725
2021-10-25,1219355.914708207,1214651.7565732766,1178606.0075366264,1182981.7298392442,1182546.2473033282,1181202.0495740492,897549.3621166431
2021-10-26,1223516.462463614,1215404.9122388451,1179166.7118329292,1184134.655409541,1183066.7120226186,1181420.7464319011,890853.559856697
2021-10-27,1229858.8221903732,1206687.641742343,1168592.6357953597,1178413.1082318076,1174259.523586732,1170825.5483444254,876477.8554541593
2021-10-28,1239164.456135795,1217697.5779889664,1176563.922042574,1193227.8424018733,1182193.2825284633,1180437.5181814332,859640.6307189489
2021-10-29,1247427.9129030462,1214978.7190769096,1179652.0389260775,1198309.631332361,1185140.5577851543,1182970.4916598434,855554.45614167
2021-11-01,1248078.4940615543,1217493.579113853,1182400.3908077648,1202224.087770448,1188259.9857625046,1187483.4899096275,857671.2397417277
2021-11-02,1256348.669481881,1222925.1818481202,1186733.8049803637,1207272.1180948706,1192852.0174179263,1192627.3699057528,852551.3314513762
2021-11-03,1261811.8901350182,1224797.6581997618,1190977.3020550609,1212218.8867438622,1196324.4101701418,1196604.0286543898,839784.293198281
2021-11-04,1263488.5043888593,1212045.9510093054,1188150.2034170656,1213779.569721824,1195221.0559837546,1194558.3877766365,820128.1630897948
2021-11-05,1266024.8506958084,1222862.1229620795,1192075.6894333067,1216193.6487052578,1201961.3778214564,1201342.7481478676,818142.4377939007
2021-11-08,1268000.808573624,1220896.192604231,1196011.4832938313,1218493.8620583254,1205411.2821552071,1204008.3571738647,820673.6874774316
2021-11-09,1265783.7237355197,1215602.4408243403,1191346.2365739841,1218270.8836860713,1201697.7205015281,1201217.5449128833,814677.6464032247
2021-11-10,1257581.7940535503,1215012.790640271,1189929.0171779543,1210430.311260338,1193755.6899576029,1196613.8641180838,802156.6241142807
2021-11-11,1255156.8607357296,1212410.7943361057,1186781.8108949717,1209172.0671662944,1188504.51500236,1190600.3978482797,808618.709472248
2021-11-12,1262116.6496383713,1215923.717284847,1191264.081643466,1215202.624942902,1194429.5670488318,1194622.4016672191,813803.6623097201
2021-11-15,1260765.5828452657,1216142.5191578502,1193159.9496229077,1217816.2542147012,1194004.0965109866,1196016.4992165286,813597.7168611665
2021-11-16,1264934.253146268,1213755.740483052,1194093.9655364985,1218776.9600675376,1195816.223610358,1195095.2537177408,810184.9798704464
2021-11-17,1262042.5970171294,1200295.9274263596,1186934.9876360903,1216234.554232859,1188829.4338760367,1188403.2524581808,787079.8724354594
2021-11-18,1262468.9017002683,1192049.5045942182,1184758.947371415,1215727.579057468,1186840.8890111248,1182932.474475724,786738.193992694
2021-11-19,1259229.114465855,1182152.1854194812,1175772.0339377988,1206445.7269090565,1177941.679000832,1173952.7477179698,778783.6356357775
2021-11-22,1258635.137063263,1197094.1205643008,1175213.3884338716,1210243.7185857417,1178513.0657711278,1178095.726933403,796319.7547193719
2021-11-23,1261897.1972741934,1211826.446260189,1182809.4105937833,1215099.9500388466,1184950.0524471276,1184119.2598825083,816686.4285579846
2021-11-24,1261245.5548143124,1200081.1064241386,1183191.80300161,1214781.1458735531,1184638.3164394475,1183945.7105790118,802372.3733781058
2021-11-26,1234326.7259284083,1171271.735099436,1153080.8636968455,1185782.6078948735,1154693.8240599195,1155068.7515265632,782675.0130533292
2021-11-29,1249094.05520067,1174240.034828847,1159645.1853861883,1192814.5834861496,1162522.1200736794,1160575.7049495194,777030.0163977884
2021-11-30,1225409.2951161102,1141527.349515737,1140521.3790816327,1172970.7576480804,1140942.414656452,1139206.3598357448,765862.8368378042
2021-12-01,1215127.389229137,1137051.2051699993,1134929.2042444954,1156635.6353156525,1125667.0917925544,1125743.1967243697,760805.4926789036
2021-12-02,1227597.8705501766,1156285.4203224739,1152026.9570278304,1176025.7137768692,1146106.2208135223,1145546.7427925563,783066.5123896846
2021-12-03,1223992.0723783344,1158458.2323264603,1151600.898583068,1174353.2898414533,1144130.6003270384,1144958.0828683013,778867.8105133448
2021-12-06,1243640.3605219533,1182868.649159655,1174855.199151094,1192785.5431387334,1165535.955879274,1165302.3024452922,792265.368233024
2021-12-07,1262449.899840072,1194230.5378866934,1189898.389519162,1207445.3029158413,1181827.651862739,1180312.165046643,797762.2112891324
2021-12-08,1264444.8161575557,1192458.4583630343,1192857.138890212,1207387.3885642379,1182996.2741601868,1181267.5726598564,790473.1882971473
2021-12-09,1262681.1967574074,1192880.8331913056,1189631.7289565396,1203883.2605878504,1182994.3355034227,1180183.2960642786,789610.5402395343
2021-12-10,1277920.8803093825,1200096.4476714684,1196119.2939422303,1212871.7284774322,1190150.8223265018,1187750.0279108882,800697.7303690963
2021-12-13,1271532.1415129963,1196511.911831117,1186550.492757218,1204910.640002469,1179561.8790805493,1179013.9811747088,783879.1662606618
2021-12-14,1260857.271318414,1206058.068677682,1186324.028369049,1200920.2304689276,1176029.2587248601,1177849.0460807781,773557.8794776927
2021-12-15,1277329.378188677,1211775.9099223549,1198110.3062639784,1211653.192337519,1188709.6248880103,1188768.7136215288,785268.1962778574
2021-12-16,1270693.9085279042,1231019.4196325054,1202716.9873888323,1211477.0408067442,1187724.011789101,1192252.53584932,767758.2477562709
2021-12-17,1257037.164476274,1205932.873306586,1190070.2328006092,1196691.77866652,1170115.4508876204,1177337.819615507,749988.7691508941
2021-12-20,1244810.9645683572,1187088.6934653178,1178229.4159679385,1184466.3253662463,1155779.7303354288,1163914.2357749888,750078.9339610126
2021-12-21,1262507.0218850016,1199902.5719399157,1193839.6808719677,1201733.3991202544,1174325.9548918514,1181720.5160778607,755582.3646185598
2021-12-22,1274458.6489353708,1202509.1094708622,1203513.2635606911,1210035.2951241913,1182967.8405276455,1188853.5068671724,766408.6408201176
2021-12-23,1280825.5078461927,1208994.0507109484,1208984.8757097465,1216385.1185926616,1189474.8773347244,1195533.4943967033,769327.1752847009
2021-12-27,1297957.212549422,1219167.803890634,1219828.7896300491,1229482.9963973747,1201115.3480095682,1206783.484107861,783885.139221661
2021-12-28,1299545.3472739623,1224034.8051425258,1223187.7831277358,1231473.1675202125,1204286.0857692773,1210365.0737110816,786463.4660738211
2021-12-29,1303415.6737896556,1225800.684642875,1224898.002979463,1234108.3152727776,1207277.691643976,1212805.8940257574,793752.3364166085
2021-12-30,1298284.65324228,1222285.3504980823,1221799.2467481098,1230272.9233254462,1204281.6914806117,1210092.4605970355,791027.5110176104
2021-12-31,1294865.1149936998,1221568.5679424,1218810.1714728905,1228851.416878121,1202303.873849795,1208033.4476197017,797021.7865858598
2022-01-03,1299497.9470103648,1231905.0209722403,1233948.1123438852,1236067.7815307218,1210468.2037026794,1217412.2592325958,786710.778228931
2022-01-04,1298121.2526704818,1255351.9491483218,1245918.472183139,1245984.4655572935,1217568.2109920287,1226858.01307317,794618.8156802485
2022-01-05,1278030.9445391435,1251356.512896096,1238682.2105153408,1237868.371584651,1204580.503109864,1219131.2194256838,783840.1059765131
2022-01-06,1271166.224870188,1249394.8569121982,1230783.7849988353,1233795.8829706926,1198934.617637434,1216908.5133519312,780991.6825092335
2022-01-07,1271054.9755016859,1258918.912628165,1232076.6688786056,1236469.856421389,1198775.518538987,1221025.4086334205,757605.8628390024
2022-01-10,1269121.0129738534,1252855.2447150748,1231346.7659212982,1231760.150850658,1193389.413072957,1216583.5606830649,745768.3990130982
2022-01-11,1272365.8547559066,1255726.2450002388,1237033.6656041099,1237647.698354194,1199449.1371426475,1222110.030086063,744247.8833761135
2022-01-12,1276953.74532032,1248708.7512955905,1237712.9375796115,1241784.690190999,1200716.3724474998,1223252.7377509517,749502.5305262234
2022-01-13,1258748.9613440386,1253179.408317456,1233517.351409832,1235951.209003838,1194870.0298656537,1219262.3445271621,744844.5488642292
2022-01-14,1262862.6395449347,1244134.2680147134,1226998.9137340754,1234353.5473364706,1188192.7789946797,1214918.7708415065,716011.605084893
2022-01-18,1241590.622994135,1221014.1538018372,1209183.720656795,1220099.7068867185,1170215.6148204363,1200016.9556906943,705848.7954804035
2022-01-19,1239529.6724900133,1210258.3789431257,1199160.458020322,1210704.4968652327,1158972.1810508966,1189288.5148542062,692317.7699411914
