Date,RA-DRL,PPO-log_return,PPO-dsr,PPO-mdd,Market Index,1/N Strategy,MVO
2021-03-03,1015127.3424844207,1083222.0678634334,1038853.9235482805,1033065.339130223,1034614.9750120068,1041751.2284741814,1059990.6312503528
2021-03-04,1006149.6376517807,1073466.406303105,1026370.6077121503,1021247.7444253117,1023168.7577449337,1030117.2983699216,1032208.0508775495
2021-03-05,1028083.498489173,1093175.6915438646,1045455.4820703092,1042485.524228088,1042099.4825595852,1051086.211775164,1074855.2568549355
2021-03-08,1026966.3995348683,1114574.2744584286,1053073.9118665778,1046168.7575563119,1052228.511799182,1060727.1842143112,1084770.2014239368
2021-03-09,1038315.5098805601,1104696.5337374024,1057579.3179530324,1052582.0449944066,1053231.055833832,1061825.4388413238,1080090.9605792654
2021-03-10,1044564.021527251,1121463.006677604,1071510.435398503,1066469.0093858375,1068592.3904361667,1076784.1907046316,1103065.562512763
2021-03-11,1053256.9316658294,1119734.2816828883,1076067.9807117397,1071125.663893945,1074831.5048784357,1081248.1229014527,1101771.9805580818
2021-03-12,1055878.5717456634,1129914.8103165063,1083992.803249467,1079275.529857984,1084527.5028188068,1088530.2342370802,1109738.8141858806
2021-03-15,1060969.1020413088,1137033.1384000618,1090514.8128555992,1086603.7637248132,1090311.679140415,1094826.1472992892,1097726.1839574631
2021-03-16,1065277.6516534763,1127768.7606404205,1089819.1909211327,1084857.3348810615,1086092.774290206,1092062.694160892,1074667.747205749
2021-03-17,1067918.112387738,1134958.0716995772,1095070.3196691559,1092634.0259598955,1092360.063877448,1098812.9400311525,1080070.512474744
2021-03-18,1058101.044549901,1135934.108592634,1091259.9749077072,1083399.2156714099,1087295.5169467037,1091175.3145556243,1052636.393751704
2021-03-19,1055243.8875578416,1115541.8139145917,1085381.166862573,1079137.76895514,1079542.3761935018,1083169.8313913152,1044193.3806163926
2021-03-22,1067783.9613225423,1111093.6414115839,1090810.0492824202,1084064.8627910558,1082957.8370587423,1088169.9167087215,1034201.4237307389
2021-03-23,1065743.3863075527,1104476.9130442832,1082262.2136836224,1074256.4864857413,1072765.6076086333,1078197.606009663,1024308.2054505054
2021-03-24,1061975.2310869568,1110042.264015584,1081599.693587485,1074240.4648603154,1072663.3757752688,1078327.8813033658,1042850.4719461383
2021-03-25,1062770.9384302197,1124138.8420443118,1090618.3781633396,1077967.7294531518,1079261.464828372,1085506.6758843279,1047097.5698555346
2021-03-26,1080063.2616643382,1131767.1596696472,1107745.930578768,1096859.5770575523,1094262.7908695987,1103127.826491254,1062959.855611082
